"Counter","ICD-10 code","WHO update 1=Add 2=Del","ICD-10 code descriptor","ICD-10-AM Map","Aust update 1=Add 2=Del","Additive Map (+)","ICD-10-AM code descriptor"
811,"Z28.8",,"Immunisation not carried out for other reasons","Z28.8",,,"Immunisation not carried out for other reasons"
812,"Z28.9",,"Immunisation not carried out for unspecified reason","Z28.9",,,"Immunisation not carried out for unspecified reason"
813,"Z29.0",,"Isolation","Z29.0",,,"Isolation"
814,"Z29.1",,"Prophylactic immunotherapy","Z29.1",,,"Prophylactic immunotherapy"
815,"Z29.2",,"Other prophylactic chemotherapy","Z29.2",,,"Other prophylactic pharmacotherapy"
816,"Z29.8",,"Other specified prophylactic measures","Z29.8",,,"Other specified prophylactic measures"
817,"Z29.9",,"Prophylactic measure, unspecified","Z29.9",,,"Prophylactic measure, unspecified"
818,"Z30.0",,"General counselling and advice on contraception","Z30.0",,,"General counselling and advice on contraception"
819,"Z30.1",,"Insertion of (intrauterine) contraceptive device","Z30.1",,,"Insertion of (intrauterine) contraceptive device"
820,"Z30.2",,"Sterilisation","Z30.2",,,"Sterilisation"
821,"Z30.3",,"Menstrual extraction","Z30.3",,,"Menstrual extraction"
822,"Z30.4",,"Surveillance of contraceptive drugs","Z30.4",,,"Surveillance of contraceptive drugs"
823,"Z30.5",,"Surveillance of (intrauterine) contraceptive device","Z30.5",,,"Surveillance of (intrauterine) contraceptive device"
824,"Z30.8",,"Other contraceptive management","Z30.8",,,"Other contraceptive management"
825,"Z30.9",,"Contraceptive management, unspecified","Z30.9",,,"Contraceptive management, unspecified"
826,"Z31.0",,"Tuboplasty or vasoplasty after previous sterilisation","Z31.0",,,"Tuboplasty or vasoplasty after previous sterilisation"
827,"Z31.1",,"Artificial insemination","Z31.1",,,"Artificial insemination"
828,"Z31.2",,"In vitro fertilisation","Z31.2",,,"In vitro fertilisation"
829,"Z31.3",,"Other assisted fertilisation methods","Z31.3",,,"Other assisted fertilisation methods"
830,"Z31.4",,"Procreative investigation and testing","Z31.4",,,"Procreative investigation and testing"
831,"Z31.5",,"Genetic counselling","Z31.5",,,"Genetic counselling"
832,"Z31.6",,"General counselling and advice on procreation","Z31.6",,,"General counselling and advice on procreation"
833,"Z31.8",,"Other procreative management","Z31.8",,,"Other procreative management"
834,"Z31.9",,"Procreative management, unspecified","Z31.9",,,"Procreative management, unspecified"
835,"Z32.0",,"Pregnancy, not (yet) confirmed","Z32.0",,,"Pregnancy, not (yet) confirmed"
836,"Z32.1",,"Pregnancy confirmed","Z32.1",,,"Pregnancy confirmed"
837,"Z33",,"Pregnant state, incidental","Z33",,,"Pregnant state, incidental"
838,"Z34.0",,"Supervision of normal first pregnancy","Z34.0",,,"Supervision of normal first pregnancy"
839,"Z34.8",,"Supervision of other normal pregnancy","Z34.8",,,"Supervision of other normal pregnancy"
840,"Z34.9",,"Supervision of normal pregnancy, unspecified","Z34.9",,,"Supervision of normal pregnancy, unspecified"
841,"Z35.0",,"Supervision of pregnancy with history of infertility","Z35.0",,,"Supervision of pregnancy with history of infertility"
842,"Z35.1",,"Supervision of pregnancy with history of abortive outcome","Z35.1",,,"Supervision of pregnancy with history of abortive outcome"
843,"Z35.2",,"Supervision of pregnancy with other poor reproductive or obstetric history","Z35.2",,,"Supervision of pregnancy with other poor reproductive or obstetric history"
844,"Z35.3",,"Supervision of pregnancy with history of insufficient antenatal care","Z35.3",,,"Supervision of pregnancy with history of insufficient antenatal care"
845,"Z35.4",,"Supervision of pregnancy with grand multiparity","Z35.4",,,"Supervision of pregnancy with grand multiparity"
846,"Z35.5",,"Supervision of elderly primigravida","Z35.51",,,"Supervision of primigravida with advanced maternal age"
847,"Z35.5",,"Supervision of elderly primigravida","Z35.52",,,"Supervision of multigravida with advanced maternal age"
848,"Z35.6",,"Supervision of (very) young primigravida","Z35.6",,,"Supervision of (very) young primigravida"
849,"Z35.7",,"Supervision of high-risk pregnancy due to social problems","Z35.7",,,"Supervision of high-risk pregnancy due to social problems"
850,"Z35.8",,"Supervision of other high-risk pregnancies","Z35.8",,,"Supervision of other high-risk pregnancies"
851,"Z35.9",,"Supervision of high-risk pregnancy, unspecified","Z35.9",,,"Supervision of high-risk pregnancy, unspecified"
852,"Z36.0",,"Antenatal screening for chromosomal anomalies","Z36.0",,,"Antenatal screening for chromosomal anomalies"
853,"Z36.1",,"Antenatal screening for raised alphafetoprotein level","Z36.1",,,"Antenatal screening for raised alpha-fetoprotein level"
854,"Z36.2",,"Other antenatal screening based on amniocentesis","Z36.2",,,"Other antenatal screening based on amniocentesis"
855,"Z36.3",,"Antenatal screening for malformations using ultrasound and other physical methods","Z36.3",,,"Antenatal screening for malformations using ultrasound and other physical methods"
856,"Z36.4",,"Antenatal screening for fetal growth retardation using ultrasound and other physical methods","Z36.4",,,"Antenatal screening for fetal growth retardation using ultrasound and other physical methods"
857,"Z36.5",,"Antenatal screening for isoimmunisation","Z36.5",,,"Antenatal screening for isoimmunisation"
858,"Z36.8",,"Other antenatal screening","Z36.8",,,"Other antenatal screening"
859,"Z36.9",,"Antenatal screening, unspecified","Z36.9",,,"Antenatal screening, unspecified"
860,"Z37.0",,"Single live birth","Z37.0",,,"Single live birth"
861,"Z37.1",,"Single stillbirth","Z37.1",,,"Single stillbirth"
862,"Z37.2",,"Twins, both liveborn","Z37.2",,,"Twins, both liveborn"
863,"Z37.3",,"Twins, one liveborn and one stillborn","Z37.3",,,"Twins, one liveborn and one stillborn"
864,"Z37.4",,"Twins, both stillborn","Z37.4",,,"Twins, both stillborn"
865,"Z37.5",,"Other multiple births, all liveborn","Z37.5",,,"Other multiple births, all liveborn"
866,"Z37.6",,"Other multiple births, some liveborn","Z37.6",,,"Other multiple births, some liveborn"
867,"Z37.7",,"Other multiple births, all stillborn","Z37.7",,,"Other multiple births, all stillborn"
868,"Z37.9",,"Outcome of delivery, unspecified","Z37.9",,,"Outcome of delivery, unspecified"
869,"Z38.0",,"Singleton, born in hospital","Z38.0",,,"Singleton, born in hospital"
870,"Z38.1",,"Singleton, born outside hospital","Z38.1",,,"Singleton, born outside hospital"
871,"Z38.2",,"Singleton, unspecified as to place of birth","Z38.2",,,"Singleton, unspecified as to place of birth"
872,"Z38.3",,"Twin, born in hospital","Z38.3",,,"Twin, born in hospital"
873,"Z38.4",,"Twin, born outside hospital","Z38.4",,,"Twin, born outside hospital"
874,"Z38.5",,"Twin, unspecified as to place of birth","Z38.5",,,"Twin, unspecified as to place of birth"
875,"Z38.6",,"Other multiple, born in hospital","Z38.6",,,"Other multiple, born in hospital"
876,"Z38.7",,"Other multiple, born outside hospital","Z38.7",,,"Other multiple, born outside hospital"
877,"Z38.8",,"Other multiple, unspecified as to place of birth","Z38.8",,,"Other multiple, unspecified as to place of birth"
878,"Z39.0",,"Care and examination immediately after delivery","Z39.00",,,"Postpartum care and examination after delivery, unspecified"
879,"Z39.0",,"Care and examination immediately after delivery","Z39.01",,,"Postpartum care after hospital delivery"
880,"Z39.0",,"Care and examination immediately after delivery","Z39.02",,,"Postpartum care after planned, out of hospital delivery"
881,"Z39.0",,"Care and examination immediately after delivery","Z39.03",,,"Postpartum care after unplanned, out of hospital delivery"
882,"Z39.1",,"Care and examination of lactating mother","Z39.1",,,"Care and examination of lactating mother"
883,"Z39.2",,"Routine postpartum follow-up","Z39.2",,,"Routine postpartum follow-up"
884,"Z40.0",,"Prophylactic surgery for risk-factors related to malignant neoplasms","Z40.08",,,"Prophylactic surgery for risk-factors related to malignant neoplasms, other"
885,"Z40.0",,"Prophylactic surgery for risk-factors related to malignant neoplasms","Z40.00",,,"Prophylactic surgery for risk-factors related to malignant neoplasms, breast"
886,"Z40.0",,"Prophylactic surgery for risk-factors related to malignant neoplasms","Z40.01",,,"Prophylactic surgery for risk-factors related to malignant neoplasms, ovary"
887,"Z40.8",,"Prophylactic surgery for risk-factors related to malignant neoplasms, Other prophylactic surgery","Z40.8",,,"Prophylactic surgery for risk-factors related to malignant neoplasms, Other prophylactic surgery"
888,"Z40.9",,"Prophylactic surgery, unspecified","Z40.9",,,"Prophylactic surgery, unspecified"
889,"Z41.0",,"Hair transplant","Z41.0",,,"Hair transplant"
890,"Z41.1",,"Other plastic surgery for unacceptable cosmetic appearance","Z41.1",,,"Other plastic surgery for unacceptable cosmetic appearance"
891,"Z41.2",,"Routine and ritual circumcision","Z41.2",,,"Routine and ritual circumcision"
892,"Z41.3",,"Ear piercing","Z41.3",,,"Ear piercing"
893,"Z41.8",,"Other procedures for purposes other than remedying health state","Z41.8",,,"Other procedures for purposes other than remedying health state"
894,"Z41.9",,"Procedure for purposes other than remedying health state, unspecified","Z41.9",,,"Procedure for purposes other than remedying health state, unspecified"
895,"Z42.0",,"Follow-up care involving plastic surgery of head and neck","Z42.0",,,"Follow-up care involving plastic surgery of head and neck"
896,"Z42.1",,"Follow-up care involving plastic surgery of breast","Z42.1",,,"Follow-up care involving plastic surgery of breast"
897,"Z42.2",,"Follow-up care involving plastic surgery of other parts of trunk","Z42.2",,,"Follow-up care involving plastic surgery of other parts of trunk"
898,"Z42.3",,"Follow-up care involving plastic surgery of upper extremity","Z42.3",,,"Follow-up care involving plastic surgery of upper extremity"
899,"Z42.4",,"Follow-up care involving plastic surgery of lower extremity","Z42.4",,,"Follow-up care involving plastic surgery of lower extremity"
900,"Z42.8",,"Follow-up care involving plastic surgery of other body part","Z42.8",,,"Follow-up care involving plastic surgery of other body part"
901,"Z42.9",,"Follow-up care involving plastic surgery, unspecified","Z42.9",,,"Follow-up care involving plastic surgery, unspecified"
